state	action
302	0
302	60
302	10
210	10
30	10
32	10
1	10
0	10
342	10
1287	10
223	20
223	10
223	40
187	100
196	10
16	10
9	10
158	10
163	10
188	10
184	10
370	10
166	10
213	10
61	10
61	10
61	20
18	10
1	10
66	10
164	10
164	10
375	10
164	10
302	80
63	10
63	10
16	20
29	10
208	10
184	10
164	10
164	10
164	10
18	10
18	10
208	10
307	10
61	10
47	10
461	20
461	10
223	10
223	10
300	10
47	10
302	10
187	10
161	10
159	10
930	10
930	10
322	10
223	10
187	10
308	30
309	10
299	10
62	10
8	10
7	10
183	10
61	10
174	10
177	10
177	10
16	10
61	10
396	10
302	10
302	10
183	20
158	10
18	20
2	20
2	10
3	10
3	10
1	10
1	10
1	10
1	10
47	10
