state	action
223	0
100	10
168	10
374	10
164	20
302	10
177	20
9	10
61	10
219	10
880	10
448	10
213	20
213	10
312	20
308	10
311	10
58	10
374	10
373	10
978	10
309	60
372	10
584	10
502	10
382	10
324	10
373	10
8	20
6	10
23	10
23	10
23	50
314	10
7	10
9	10
7	10
307	10
16	10
9	10
9	10
187	10
370	10
45	10
314	10
314	10
45	10
45	10
6	10
63	20
61	20
6	10
6	10
6	20
314	10
314	10
66	10
23	10
63	10
304	10
66	10
371	10
59	20
62	10
6	10
6	10
23	20
305	10
66	60
66	30
7	10
90	90
66	60
66	20
23	20
59	30
58	10
308	10
208	10
177	10
127	40
211	10
211	10
137	10
136	20
216	10
216	10
60	40
60	10
66	10
66	10
60	10
58	10
58	10
60	10
216	30
216	10
136	10
216	10
216	10
216	20
60	10
58	20
216	10
216	10
216	10
216	50
216	30
216	10
60	20
137	10
136	10
136	20
136	10
65	20
65	10
65	10
65	10
65	20
303	10
303	10
303	10
110	10
207	10
68	10
56	10
113	10
68	10
89	10
89	10
89	10
113	10
18	10
113	10
113	20
113	10
116	20
88	10
369	20
76	10
69	10
97	10
301	10
113	10
16	10
110	10
97	10
110	10
112	10
111	10
112	10
111	10
111	10
300	10
111	10
111	10
90	10
60	10
129	10
301	10
97	10
97	10
90	10
89	10
67	10
89	10
90	10
113	10
113	10
110	10
110	10
110	10
164	10
112	10
452	10
87	10
117	10
162	10
423	10
507	10
89	10
135	20
52	10
167	10
123	10
123	10
123	10
729	20
2	10
53	10
54	10
54	10
53	40
132	10
53	10
132	10
221	10
136	10
303	10
136	10
55	10
136	10
53	10
54	80
137	30
113	10
319	20
119	40
85	10
111	50
17	10
187	10
29	10
18	10
2	10
461	10
461	10
161	10
191	10
469	10
117	10
224	10
227	10
35	10
416	10
533	10
504	10
158	10
158	10
371	10
439	40
