state	action
708	0
1566	10
1566	10
335	10
1569	10
1566	10
1572	10
1515	10
1576	10
1541	10
493	10
1578	10
555	10
1150	10
353	10
1580	10
910	10
1207	10
1581	10
1256	10
567	10
1582	10
907	10
157	10
346	10
159	10
1	10
1589	10
1590	10
1591	10
832	10
1593	10
1595	10
1594	10
1595	10
1316	10
618	10
1596	20
162	10
1166	10
1600	10
1604	10
1605	10
728	10
1609	10
156	10
36	10
1406	10
1610	10
1613	10
1562	10
461	10
166	10
29	10
8	10
1615	10
532	10
880	10
532	10
189	10
151	10
334	10
685	10
1616	10
1567	10
1622	10
1625	10
1266	10
1292	10
300	10
1629	10
335	10
916	10
1610	10
916	10
1178	10
1632	10
624	10
760	10
1032	10
1638	10
1064	10
1639	10
1292	10
1642	10
1644	10
1644	20
1021	10
1203	70
1203	10
1203	70
823	10
823	10
690	10
1650	10
1652	10
1655	10
1660	10
1037	10
934	10
126	10
89	10
703	10
212	10
128	10
