state	action
61	36
61	79
23	48
23	1
62	36
61	13
61	51
66	49
23	74
23	54
299	23
66	52
61	80
304	49
375	76
61	31
61	35
380	47
183	25
183	9
23	42
62	46
23	22
23	19
160	66
176	12
299	4
62	30
47	9
47	4
47	1
182	50
372	49
371	78
59	40
309	36
372	63
599	73
375	17
304	19
314	72
314	4
314	6
304	78
66	79
305	70
59	78
61	55
310	36
305	46
66	53
0	56
304	70
586	56
304	27
59	77
397	32
312	39
61	34
66	16
59	40
61	67
302	24
210	80
62	44
61	8
66	45
66	6
61	42
66	13
61	24
59	59
375	5
309	13
304	55
375	21
309	68
59	32
59	60
375	35
59	48
304	39
304	36
304	28
375	37
66	38
374	73
61	56
66	29
376	79
373	10
58	22
302	66
882	26
302	52
223	32
66	32
23	63
66	70
61	10
302	25
66	67
0	71
61	17
0	77
66	41
61	47
66	56
61	32
66	20
62	21
23	13
23	58
23	32
62	48
210	30
66	6
0	31
63	22
372	23
372	13
372	13
372	8
380	42
380	31
372	54
375	36
2	20
2	13
18	18
314	79
62	57
176	64
182	50
23	35
23	9
6	78
16	50
182	78
6	6
46	8
9	18
9	6
307	33
187	14
6	79
0	5
223	44
223	7
62	48
582	22
63	26
63	60
302	76
61	74
61	31
183	70
62	28
47	79
18	30
113	77
113	3
112	33
112	15
113	38
112	27
111	72
110	5
110	23
113	6
113	2
112	7
110	17
112	66
94	65
299	68
166	53
928	36
210	17
63	3
614	28
299	78
299	55
190	77
70	52
72	15
211	5
209	3
300	45
300	7
69	52
100	48
80	43
106	57
98	18
209	50
310	11
129	80
127	10
