state	action
482	0
482	10
183	30
1293	10
132	10
137	10
301	10
139	10
65	10
451	10
607	10
451	10
303	10
768	10
50	10
212	10
212	10
212	10
744	10
138	10
142	10
50	10
58	10
57	10
139	10
451	10
298	10
997	10
995	10
205	10
575	10
854	10
1301	20
30	10
331	10
1308	10
1022	10
1108	10
1034	10
995	10
768	10
169	10
1067	10
1070	10
1075	10
1078	10
949	10
613	10
764	10
764	10
365	10
139	10
604	10
703	10
65	10
468	10
212	10
145	10
1089	10
313	10
313	10
1093	10
50	10
658	10
1099	10
1102	10
1106	10
771	10
588	10
449	10
1111	10
613	10
146	10
1112	10
1112	10
1112	10
1117	10
1122	10
853	10
1072	10
1319	10
1322	10
56	10
146	10
348	10
732	10
1325	10
1327	10
1329	10
1330	10
453	10
1257	10
1331	10
822	10
1333	10
486	10
1336	10
1338	10
557	10
519	10
483	10
1339	10
1343	10
1346	10
1347	10
1352	10
1352	10
1337	10
341	10
212	10
168	10
1354	10
212	10
168	10
209	10
207	10
216	10
216	10
60	10
60	10
60	10
209	10
57	10
168	10
596	10
395	10
376	10
