state	action
614	0
57	40
57	40
758	80
205	40
312	40
207	40
139	40
298	40
298	40
135	40
303	40
131	40
129	40
69	40
452	40
76	40
88	40
133	40
134	40
211	40
55	40
470	40
470	40
55	40
138	40
216	40
137	40
167	40
128	40
132	40
128	40
607	40
55	40
741	40
65	40
65	40
54	40
128	40
65	40
138	40
137	40
79	40
128	40
139	40
136	40
55	40
60	40
216	40
216	40
136	40
54	40
65	40
765	40
767	40
207	40
211	40
775	40
218	40
68	40
53	40
301	40
781	40
370	40
