state	action
399	0
14	70
398	10
304	80
136	50
379	10
379	10
379	10
379	10
389	40
500	10
389	10
379	10
380	20
65	180
60	10
216	10
207	10
60	10
139	10
50	10
382	10
502	20
502	10
453	20
502	10
502	10
382	10
382	10
38	10
62	20
137	10
303	20
449	20
394	10
560	10
556	10
1525	30
559	200
500	10
585	10
66	10
136	100
65	10
376	10
376	10
822	10
503	10
65	290
572	10
453	10
394	10
505	10
822	10
822	10
382	40
377	10
786	10
7	10
4	10
4	10
4	10
20	10
532	30
4	60
325	20
12	10
12	10
63	20
62	10
62	10
448	10
448	30
449	10
216	10
60	10
60	10
56	10
56	10
382	10
61	20
66	10
61	10
23	20
302	20
57	20
302	10
24	20
369	10
216	10
66	10
216	130
303	20
137	10
58	10
59	10
164	340
90	40
2	60
2	10
16	50
302	20
370	10
0	10
314	10
314	10
11	10
442	10
11	10
10	10
11	10
43	20
33	10
18	10
18	10
18	10
3	10
18	10
18	20
47	10
112	10
113	10
113	10
90	30
90	30
90	10
90	10
85	10
114	20
90	10
110	10
114	10
64	10
114	10
117	10
479	10
479	10
93	10
93	20
95	10
217	10
137	10
303	10
136	10
55	10
137	10
137	10
136	10
139	40
55	10
55	10
55	10
138	30
136	10
53	10
64	50
318	10
318	10
322	10
49	10
49	10
87	20
87	10
466	10
118	10
478	90
506	10
218	10
79	10
