state	action
819	0
420	60
223	60
7	60
3	120
22	60
208	60
300	60
24	60
47	60
1014	180
492	60
492	60
405	60
492	60
492	60
492	60
490	60
1	60
380	60
47	60
26	60
471	60
471	60
47	180
47	60
314	60
23	60
63	60
22	60
0	240
93	120
22	60
93	60
47	60
18	60
23	60
370	60
370	60
370	60
45	60
17	60
314	60
12	60
17	60
17	60
8	60
4	60
5	60
5	60
6	540
819	120
819	60
819	60
819	60
499	240
117	120
25	60
448	60
3	60
114	60
3	60
1	60
22	180
3	60
21	180
3	60
4	60
22	60
22	60
479	60
8	60
61	60
61	120
61	60
0	60
18	60
66	60
66	60
372	60
379	60
441	60
8	240
8	60
13	60
4	60
17	60
0	120
0	60
23	240
18	60
66	60
66	60
66	60
18	60
22	60
22	60
22	60
63	60
207	60
216	60
66	60
66	60
298	60
74	60
60	120
216	60
55	60
55	60
65	60
54	60
57	60
56	60
55	60
0	60
447	240
447	60
50	120
138	60
515	120
538	60
538	60
538	60
50	60
56	60
56	60
56	60
595	60
56	60
50	120
447	60
68	60
75	60
57	60
67	60
216	60
90	60
3	60
138	60
22	60
583	60
50	60
447	60
50	60
447	60
477	60
596	60
440	60
22	180
50	60
447	60
740	60
55	480
56	60
22	60
492	180
492	60
492	60
501	420
664	60
439	120
38	60
439	60
439	120
56	240
0	60
56	60
56	360
216	120
56	60
136	60
740	60
440	60
440	60
440	60
21	60
0	60
370	120
0	60
50	60
55	60
66	60
56	60
57	60
55	60
56	60
55	60
