state	action
440	0
456	10
1243	10
962	10
83	20
544	10
844	10
961	10
53	20
443	10
458	20
961	10
460	10
460	20
454	20
961	10
746	10
1250	10
303	10
60	10
303	10
216	20
207	10
216	10
137	10
136	10
136	10
303	10
136	10
136	10
128	10
128	10
128	10
129	10
136	10
136	10
301	10
18	10
112	10
110	10
113	10
47	10
300	10
622	20
112	20
90	10
112	10
89	10
113	20
90	10
90	10
113	10
96	10
69	10
89	10
111	10
67	30
67	20
112	20
68	10
68	20
71	10
68	10
67	10
68	20
69	10
69	10
71	10
