state	action
299	0
2	20
63	20
47	20
305	20
1	20
8	20
439	20
90	40
47	20
300	20
7	20
216	20
136	20
111	20
307	40
137	40
298	20
176	60
308	20
308	20
94	20
90	20
90	40
97	20
113	20
64	20
9	20
66	40
92	20
222	20
224	20
46	40
211	80
395	20
380	20
187	20
221	20
65	20
90	20
68	40
84	20
179	20
100	20
152	20
199	20
462	20
369	40
60	20
370	20
116	20
220	20
370	20
370	20
169	20
299	20
304	20
61	20
58	20
305	20
61	20
305	20
58	20
600	20
372	20
