state	action
391	0
817	20
817	20
475	20
1018	20
1019	20
1019	20
500	20
514	20
513	20
445	20
512	20
50	20
216	20
216	20
57	20
462	20
218	20
136	20
136	20
136	20
128	20
128	20
128	20
137	20
136	20
363	20
207	20
169	20
56	20
369	20
397	20
305	20
308	20
447	20
216	20
216	20
57	20
56	20
447	20
60	20
216	40
56	20
56	20
56	20
216	40
216	20
56	40
447	20
56	20
447	40
56	20
740	40
56	60
216	60
1020	20
207	20
303	20
303	20
136	20
136	20
137	20
303	20
136	20
136	20
136	20
136	20
303	20
137	20
136	20
136	20
298	20
215	20
136	20
136	20
136	20
136	20
136	40
136	20
136	20
136	40
136	20
136	20
136	40
136	20
137	20
136	20
136	40
303	40
137	20
303	20
136	20
212	20
100	20
137	20
136	20
136	20
137	20
136	20
303	20
136	20
298	20
136	20
137	20
298	20
136	20
137	20
136	20
136	20
136	20
136	20
136	20
136	40
298	20
136	20
136	20
137	20
129	20
67	20
69	20
68	20
68	20
67	20
301	20
128	20
131	20
69	20
68	20
68	20
98	20
128	20
129	20
131	60
129	20
127	20
301	20
131	20
131	20
127	20
67	20
67	20
68	20
301	20
121	20
68	20
128	20
131	20
301	20
129	20
60	20
216	20
216	20
96	20
136	20
216	20
137	20
67	20
209	20
207	20
100	20
131	20
