state	action
743	0
509	20
116	20
84	20
132	10
302	10
462	10
462	10
363	10
209	10
209	10
169	10
169	40
168	10
168	10
901	10
303	10
109	10
167	10
317	10
317	10
1219	10
1219	10
538	10
537	10
454	10
485	10
460	10
53	10
54	10
128	10
54	10
132	20
53	10
53	10
454	10
53	10
63	10
111	30
301	20
54	10
127	10
298	10
71	10
300	10
18	30
18	10
47	10
1	10
461	10
161	10
889	10
542	20
544	10
541	10
87	10
478	10
227	10
1167	10
96	10
113	10
117	10
1208	10
86	10
92	10
97	20
89	10
89	20
90	10
90	30
96	20
132	10
158	10
195	10
9	10
24	10
16	10
9	10
9	20
24	20
188	10
25	20
25	10
25	10
325	10
195	10
325	10
12	10
12	10
25	10
119	10
1221	10
117	10
117	10
116	10
86	10
64	10
213	10
166	10
119	10
930	10
1225	30
