state	action
30	78
203	16
202	55
71	24
208	67
96	29
96	27
214	80
214	51
218	64
221	76
222	23
226	70
229	33
229	45
227	20
237	24
244	80
247	12
244	17
251	45
254	21
256	71
255	28
261	25
263	22
263	10
270	51
265	30
273	24
260	13
260	40
278	62
286	58
296	75
295	57
131	71
298	14
71	42
121	75
121	12
96	28
96	24
167	76
301	71
97	60
113	79
113	11
68	27
71	75
71	1
71	5
69	27
89	53
68	59
89	74
68	9
60	74
89	60
60	64
89	76
113	42
112	77
112	29
110	60
164	6
110	11
110	9
90	73
90	8
90	65
67	74
90	17
112	30
67	15
89	74
89	17
89	26
110	36
69	53
128	60
128	41
18	15
18	63
61	80
18	76
18	11
66	11
18	47
66	5
128	44
66	67
18	29
18	47
23	57
66	54
66	63
66	42
9	60
9	17
7	68
23	33
7	69
47	80
18	51
18	16
18	66
113	43
89	61
47	66
7	71
23	20
23	12
66	36
7	11
61	75
61	74
47	37
61	3
61	17
7	51
66	42
7	7
112	3
66	42
66	70
66	68
66	7
66	3
66	70
66	30
66	69
47	44
18	58
18	19
112	21
18	41
18	7
47	53
164	50
110	20
110	23
47	68
188	73
188	52
188	24
181	7
306	64
94	80
299	80
176	50
176	12
176	19
307	4
177	31
196	6
196	13
177	51
210	3
305	45
216	72
305	23
216	44
305	51
305	4
305	3
23	74
312	60
312	20
212	65
308	75
60	57
