state	action
63	0
7	10
16	10
7	10
18	10
113	10
158	10
47	10
9	10
23	10
23	10
183	10
61	10
305	10
304	20
304	10
304	10
66	10
61	10
66	10
23	10
196	10
23	10
183	10
16	10
174	10
213	10
7	10
7	10
7	10
7	10
9	10
9	10
184	10
184	10
7	10
16	10
7	10
7	20
8	10
7	10
7	10
7	10
18	10
47	10
47	10
18	10
9	10
7	10
7	10
7	10
307	10
16	10
164	10
47	10
164	10
18	10
18	20
18	10
18	20
2	10
18	10
18	10
18	10
9	10
16	10
9	10
9	10
9	10
7	10
9	10
9	10
9	10
196	10
45	10
62	10
314	10
62	10
62	10
23	10
23	10
61	10
304	10
304	10
372	10
0	10
5	10
5	10
63	10
61	10
61	10
0	10
63	10
63	10
66	10
307	10
9	10
18	10
9	20
23	10
23	10
23	10
315	20
983	10
17	10
9	10
9	10
9	20
9	10
7	10
7	10
7	10
7	10
7	10
7	10
7	10
7	10
7	10
7	20
7	10
7	10
7	10
7	20
16	10
7	10
16	40
9	10
7	10
9	20
18	20
18	10
18	30
18	10
2	10
18	10
47	10
47	10
9	10
7	10
7	10
7	10
164	10
208	10
16	10
302	10
176	10
176	10
183	10
45	10
302	10
302	10
314	10
223	10
62	10
183	10
450	10
822	10
