state	action
1189	0
379	120
373	20
58	20
62	20
23	20
4	20
4	20
7	20
4	20
7	20
7	20
23	40
8	20
10	40
23	60
23	20
5	20
8	40
8	20
8	40
7	120
799	20
216	20
56	20
447	20
56	20
56	20
56	20
56	40
7	80
7	20
7	140
6	20
8	40
6	20
23	40
0	20
3	20
23	20
377	20
372	20
394	20
378	20
475	20
447	20
65	20
305	20
216	40
216	20
377	40
377	20
378	20
447	20
56	20
23	40
23	40
23	40
6	20
5	20
5	20
5	20
22	20
22	20
3	40
379	40
379	20
372	20
305	20
378	40
600	60
161	20
369	20
595	20
60	20
60	20
56	20
56	20
207	20
56	20
136	20
211	20
55	20
136	20
216	20
56	20
216	20
56	20
369	20
216	20
447	20
60	20
216	20
216	20
207	20
56	20
84	20
52	20
0	20
55	20
139	20
368	20
60	20
59	20
61	20
58	80
374	20
16	20
395	20
