state	action
370	0
370	30
371	10
17	10
1	10
6	10
0	10
23	10
23	10
23	10
66	10
6	10
44	10
11	10
17	10
17	10
380	10
9	10
369	10
369	10
66	10
66	10
57	10
380	10
393	10
138	10
65	10
305	10
305	10
304	10
378	20
958	20
66	10
372	20
372	30
304	10
393	10
12	10
48	10
314	10
63	10
440	10
43	10
26	10
33	10
314	10
63	10
59	10
372	10
373	40
373	10
63	10
0	10
372	10
372	10
66	10
66	10
380	10
23	10
393	10
1016	10
783	10
1186	10
471	10
1016	10
379	10
500	10
14	10
446	10
1017	10
383	10
377	10
1019	10
745	10
484	10
1187	10
1188	10
817	30
817	10
817	10
377	10
500	10
388	10
483	10
1013	10
1017	20
755	10
372	10
0	10
445	30
813	10
1019	10
1013	10
1014	10
752	10
55	30
475	10
813	20
813	10
56	20
207	10
57	10
369	20
740	10
63	10
63	20
63	10
138	20
55	10
216	10
56	10
55	10
55	10
136	10
136	10
55	10
60	10
216	10
57	10
135	10
370	10
169	10
207	10
58	10
374	10
304	10
376	10
822	10
57	10
216	10
56	10
369	20
369	10
216	10
57	10
739	10
741	10
741	10
138	10
138	10
739	30
138	10
1190	10
1191	10
1193	10
386	10
1194	10
1158	10
1159	10
1197	10
1198	10
849	10
378	30
376	20
373	10
373	130
453	20
389	10
400	10
389	30
389	10
379	20
393	10
585	10
822	10
822	20
378	10
378	20
373	20
822	20
377	10
382	40
378	10
378	10
377	30
502	20
377	10
502	10
373	20
320	10
50	10
56	10
58	10
502	10
453	10
59	10
61	10
61	10
6	10
5	10
0	10
66	10
66	10
61	10
0	10
304	10
304	10
380	20
304	20
59	10
59	10
304	10
63	10
448	10
448	10
822	10
664	10
470	10
664	10
480	10
320	10
382	10
1199	10
1071	40
1200	10
139	10
132	10
218	20
53	10
139	10
321	10
321	10
454	10
741	10
1201	20
582	10
365	30
365	10
221	20
373	10
374	10
376	20
65	90
224	50
223	10
78	10
303	10
136	10
299	10
298	10
137	10
22	20
65	20
137	10
65	10
139	10
370	10
158	10
156	10
327	10
