state	action
22	0
33	10
43	10
446	20
4	10
4	10
216	20
216	10
0	20
136	10
216	10
216	20
136	10
55	10
54	20
65	10
137	10
89	10
113	10
85	10
121	10
208	10
196	10
311	10
58	20
59	10
8	40
18	40
18	40
300	10
163	10
448	10
450	10
38	10
5	10
5	10
5	10
6	20
6	10
57	10
453	20
162	10
64	10
54	10
133	40
52	10
455	40
455	10
83	30
83	10
457	10
133	10
454	10
454	10
454	10
134	10
454	10
452	20
54	10
54	10
54	10
187	10
17	10
17	10
9	30
196	10
196	10
224	10
187	10
7	10
307	10
7	10
120	30
176	10
212	10
298	50
92	20
158	10
88	10
463	10
466	10
452	20
129	10
129	10
54	20
467	10
467	10
133	10
133	10
54	10
129	20
128	10
128	10
128	10
129	10
137	10
221	10
222	10
211	10
113	20
64	10
314	10
29	10
469	10
29	10
