state	action
213	0
1671	20
729	20
599	80
375	20
310	20
218	20
218	20
374	20
207	20
168	20
366	20
167	20
203	20
766	20
58	20
164	20
56	20
449	20
1196	20
512	20
382	20
1150	20
1548	20
218	20
613	20
995	20
142	20
63	20
136	20
134	20
50	20
573	20
1674	20
789	20
848	20
322	20
325	20
323	20
313	20
135	20
376	20
57	20
460	20
50	20
393	20
502	20
994	20
1551	20
515	20
371	20
60	20
216	20
137	20
369	20
59	20
211	20
376	40
462	20
54	20
1496	20
1682	20
53	20
135	20
216	20
137	20
129	20
169	20
220	20
56	20
301	20
132	20
222	40
97	20
164	20
365	20
65	20
303	20
1201	20
53	20
65	20
58	20
393	20
470	20
417	20
500	20
452	20
739	20
57	20
397	20
135	20
787	20
376	20
1503	20
394	20
394	20
1683	20
311	20
394	20
393	20
1257	20
585	20
323	20
139	20
298	20
207	20
595	20
314	20
63	20
584	20
210	20
586	20
