state	action
299	0
140	10
136	10
303	10
137	10
303	10
55	10
136	10
136	10
136	20
136	10
136	10
136	30
136	10
136	10
136	10
136	10
55	20
137	20
136	10
55	20
55	10
136	20
55	10
136	20
136	10
136	10
55	10
55	10
138	10
136	20
136	10
136	10
216	10
56	20
136	20
136	10
138	30
55	10
136	30
136	40
136	20
137	20
55	10
55	20
471	10
445	10
477	20
466	10
93	20
93	30
86	10
128	10
128	10
129	20
90	10
118	40
90	10
90	50
90	10
54	40
128	10
136	10
67	10
67	10
67	10
75	10
128	10
216	10
86	20
85	10
85	10
112	10
85	20
90	30
85	10
