state	action
440	0
389	20
304	10
304	10
375	10
59	10
59	10
1043	10
1551	10
304	10
304	10
59	10
372	10
396	10
1181	10
375	10
375	10
304	10
372	10
396	10
380	10
372	10
380	10
311	10
207	10
586	10
164	10
308	10
369	20
60	10
613	10
369	10
60	10
216	30
56	10
60	10
60	10
216	10
924	10
305	10
313	10
373	10
305	20
397	20
378	10
373	10
376	10
373	10
395	10
60	10
60	10
56	10
56	10
216	10
216	10
207	10
139	10
220	10
216	20
216	10
60	10
216	10
216	10
613	10
588	10
589	10
163	10
163	10
782	10
1254	10
1253	10
1254	10
71	10
71	10
169	10
97	10
207	10
69	10
67	10
66	20
89	10
68	10
222	10
78	10
221	50
78	10
224	10
111	10
111	10
94	10
169	10
308	10
111	10
18	10
18	10
84	30
64	10
86	10
2	10
2	10
110	10
110	10
116	10
76	20
116	10
369	10
416	20
506	20
416	10
319	10
325	20
44	10
161	10
161	10
161	10
161	10
113	20
113	10
47	10
158	10
116	10
158	10
158	10
164	10
164	10
164	10
164	10
9	10
47	10
47	10
18	20
47	10
47	10
47	10
47	10
164	20
164	10
110	10
97	10
113	10
113	10
47	10
226	10
226	10
226	10
226	10
226	10
36	10
36	60
35	10
226	10
78	10
78	10
92	10
88	10
369	10
158	10
24	40
76	10
86	20
110	10
302	10
16	10
302	10
307	10
307	10
300	10
300	10
47	10
89	10
89	10
120	10
120	10
212	10
98	10
110	10
164	10
110	10
110	10
97	10
97	10
110	10
97	10
90	10
110	10
110	10
97	10
110	10
110	10
196	10
177	10
62	10
307	10
18	10
164	10
164	10
111	10
111	10
111	10
110	10
208	10
121	10
164	10
164	10
300	10
300	10
111	10
300	10
299	10
208	10
208	10
729	10
179	10
179	10
179	10
901	10
901	10
308	10
299	10
94	100
94	10
94	10
94	10
109	10
100	10
123	10
179	10
299	10
588	20
587	10
311	10
127	10
177	10
163	20
47	40
1287	20
18	40
18	20
64	10
18	10
47	20
113	20
97	40
1255	10
164	10
121	10
84	10
85	10
92	20
85	10
90	10
97	10
89	20
