state	action
66	0
47	30
18	10
158	10
1	10
48	10
353	30
353	10
353	10
421	10
21	10
416	10
21	10
421	20
22	20
504	20
21	10
48	20
18	20
1	20
64	10
90	10
90	10
67	10
68	10
67	10
128	10
128	10
128	10
128	10
128	10
136	20
137	10
137	10
139	30
55	20
55	30
135	10
138	10
138	10
739	10
133	10
133	10
133	10
133	10
133	40
133	10
54	10
54	10
55	10
139	10
55	10
55	10
55	20
55	20
138	10
741	10
569	10
451	10
50	10
322	10
325	10
117	10
116	10
112	10
112	10
112	10
114	10
114	10
112	20
112	10
112	10
112	20
112	10
114	10
112	10
112	10
110	20
421	10
3	10
21	10
416	10
21	10
21	10
21	10
3	10
114	10
47	10
114	20
18	10
18	10
3	10
18	10
18	10
18	10
18	10
18	20
112	10
112	10
112	20
112	10
112	10
112	10
114	10
479	20
479	10
464	10
118	10
118	10
422	10
422	10
118	10
479	20
115	10
119	10
226	10
464	10
510	10
461	20
159	10
164	20
110	10
115	10
112	10
89	10
93	10
85	10
85	10
86	10
90	10
90	10
90	10
86	10
93	10
85	20
85	10
479	20
112	20
93	10
85	10
86	10
85	10
318	10
464	10
533	10
479	10
479	10
114	10
112	10
114	10
479	10
479	10
479	10
3	10
3	10
3	10
112	10
114	20
114	30
114	10
112	10
112	30
112	20
112	20
114	20
114	20
112	20
110	10
90	10
90	10
90	20
90	20
85	10
114	10
118	10
118	10
479	10
118	10
21	10
3	10
114	10
114	10
3	10
21	10
1	10
114	10
112	30
113	10
113	10
86	10
51	10
75	10
67	30
84	10
67	10
67	10
67	20
67	20
67	20
83	30
85	30
85	10
466	20
466	30
