state	action
66	0
90	70
90	20
454	50
138	150
138	10
52	10
52	10
444	30
495	70
444	30
444	10
133	20
67	50
67	40
90	30
67	40
90	60
90	70
85	30
114	20
114	30
1	120
1	110
18	130
18	30
113	20
113	10
113	10
112	30
112	60
112	20
112	160
114	10
85	130
89	70
68	20
75	20
75	10
89	10
113	10
113	10
112	190
114	20
85	130
85	20
89	20
113	10
113	10
112	10
47	20
18	10
18	20
7	10
7	20
8	80
8	20
8	10
7	10
47	90
47	10
9	10
17	10
17	10
17	10
7	20
7	40
18	10
47	10
47	10
18	10
47	30
47	10
9	10
9	10
7	60
7	160
7	70
7	10
9	20
47	10
47	10
18	200
1	20
1	10
18	130
112	20
18	30
18	30
18	180
18	120
18	90
0	140
18	120
18	30
7	210
7	20
7	10
7	60
8	20
8	20
18	70
7	20
17	20
17	10
7	20
7	20
7	10
18	40
7	30
7	180
1	30
18	20
18	20
18	10
114	80
18	60
64	40
64	30
86	20
1	20
86	20
64	30
64	20
85	40
85	30
64	40
86	20
84	20
68	20
89	10
129	20
136	20
129	30
137	20
129	30
67	20
53	20
84	20
86	10
86	10
85	70
85	10
114	10
18	20
18	20
1	60
18	20
18	20
7	10
7	10
6	40
0	10
372	10
373	20
304	10
0	10
6	10
7	40
7	10
8	50
8	20
3	10
3	20
112	10
114	50
1	40
1	30
7	20
7	30
8	30
1	20
114	10
90	10
90	50
112	20
1	30
18	60
18	60
1	60
18	70
1	80
18	90
18	80
1	860
18	160
18	150
1	70
18	40
18	200
1	70
1	110
0	100
8	40
7	170
18	50
18	40
18	670
18	40
9	30
9	20
8	400
47	20
47	10
113	20
90	30
112	20
112	60
1	30
7	30
7	190
66	50
1	110
8	70
7	70
18	30
18	40
18	100
18	70
18	20
1	30
1	40
7	30
7	30
8	400
23	50
7	30
6	510
7	140
1	50
18	120
7	40
7	50
0	60
6	50
5	50
8	70
4	560
8	60
18	30
18	50
18	220
112	20
7	40
7	220
8	220
7	130
7	30
23	20
6	30
23	30
66	20
372	110
0	40
6	20
6	20
8	20
8	10
408	320
7	20
9	30
9	10
7	20
930	10
583	10
582	20
930	10
930	10
112	10
112	20
112	50
402	20
845	20
