state	action
1501	0
1504	10
57	20
57	10
45	20
374	20
305	10
305	10
308	10
308	10
314	10
9	10
17	10
376	10
374	10
58	10
305	10
305	10
374	10
305	10
305	10
216	10
216	10
216	10
374	10
216	10
216	10
216	10
137	10
61	10
9	10
23	10
62	10
62	10
9	10
8	10
38	10
174	10
47	10
18	10
10	10
8	10
6	10
450	10
195	10
47	10
18	10
12	10
8	10
8	10
9	10
307	10
309	10
308	10
374	10
207	10
376	10
313	10
174	10
176	10
307	10
9	10
9	10
307	10
16	10
183	10
183	10
196	20
38	10
12	10
17	10
