state	action
302	0
302	10
302	10
375	10
47	10
61	10
302	10
61	10
61	10
59	10
61	10
59	10
310	10
208	10
304	10
304	10
59	10
59	10
304	10
59	10
47	10
164	10
164	10
47	10
47	10
300	10
307	10
16	10
300	10
300	10
300	10
208	10
164	10
300	10
61	10
300	10
300	10
300	10
164	10
61	10
9	10
47	10
47	10
164	10
164	10
307	10
223	10
300	10
300	10
300	10
164	10
47	10
300	10
299	10
299	10
61	10
61	10
302	10
61	10
47	10
309	10
308	10
373	10
380	10
58	10
374	10
375	10
299	10
