state	action
22	60
6	6
304	14
23	76
0	23
66	7
66	28
61	16
45	52
6	26
6	9
6	3
66	12
304	41
380	65
304	15
59	14
304	72
372	53
58	72
305	33
305	37
305	9
216	65
216	65
305	41
376	62
216	51
216	49
305	23
447	63
56	24
447	69
447	9
447	60
216	63
373	66
378	55
216	31
305	36
376	48
305	44
216	76
216	5
57	73
56	9
216	18
304	70
304	59
304	3
304	55
129	64
447	27
56	25
447	70
447	1
136	73
449	61
447	42
305	58
58	46
304	33
304	11
66	35
66	26
373	59
305	16
207	11
216	37
374	72
378	21
376	36
373	12
58	14
304	16
304	28
372	17
210	80
66	36
66	15
66	11
66	25
61	2
66	59
66	57
66	62
61	12
302	4
187	69
186	9
160	6
1	22
369	40
58	79
372	68
208	75
18	58
1	68
158	53
90	57
18	55
66	75
66	51
23	45
