state	action
501	0
12	10
370	10
374	40
374	10
373	10
368	10
362	10
363	40
136	10
765	10
218	10
451	10
451	10
451	10
732	10
884	10
65	10
298	10
136	10
1564	20
589	10
588	10
1108	20
59	10
461	10
448	10
448	10
439	10
63	10
370	10
63	10
708	10
616	10
380	10
370	10
6	10
6	10
6	10
6	10
6	10
62	30
183	10
61	10
61	10
179	10
46	10
178	10
196	10
208	10
112	10
114	10
8	10
20	10
22	10
38	10
12	10
9	10
9	10
307	10
308	10
308	10
59	20
59	10
190	10
362	10
299	10
728	10
439	10
36	10
36	10
586	10
145	10
145	10
144	10
439	10
