state	action
66	0
64	20
57	20
1207	20
479	20
479	20
479	20
449	20
118	20
479	20
131	20
74	20
88	20
566	20
433	20
1	20
3	20
47	20
12	20
420	20
1	20
18	20
117	20
67	20
51	20
801	20
1402	20
76	20
469	20
930	20
318	20
89	20
884	20
334	20
78	20
84	20
48	20
88	20
90	20
90	20
88	20
86	20
447	20
224	20
112	20
421	20
49	20
55	20
68	20
112	20
90	20
111	40
114	20
1	20
112	20
3	20
20	20
7	20
7	20
7	20
7	20
8	20
2	20
4	20
47	20
416	20
21	20
1	20
10	20
20	20
504	20
224	20
187	20
370	20
2	20
18	40
18	40
114	20
90	20
415	20
21	20
1	20
1	20
7	20
2	20
112	20
208	20
47	20
116	20
90	20
930	20
2	20
1	20
158	20
112	20
1	20
2	20
2	20
114	20
64	40
112	20
