state	action
370	0
371	10
371	10
139	10
88	10
74	10
51	20
50	10
69	20
51	30
84	10
74	10
87	10
67	10
74	10
74	10
474	10
133	20
84	10
86	10
85	10
71	20
140	10
299	10
169	10
216	10
216	10
216	10
588	20
207	10
169	10
60	10
312	10
312	10
447	10
369	10
216	10
583	10
207	10
304	10
22	10
439	10
450	10
8	10
188	10
620	10
148	10
146	10
60	10
216	10
60	10
57	30
591	40
216	10
216	10
60	10
169	10
216	10
60	10
60	10
60	10
60	20
613	10
60	10
60	10
924	10
1005	10
60	10
58	10
58	10
397	10
395	10
368	10
168	10
705	10
706	10
588	10
590	10
205	10
169	10
363	10
775	10
220	10
56	10
772	10
1163	10
57	10
305	10
397	10
