state	action
299	0
69	10
69	10
69	10
97	10
71	10
127	10
127	10
298	10
131	10
56	10
771	30
901	10
313	10
308	10
901	10
395	10
305	10
376	10
373	10
58	10
58	10
58	10
373	10
58	10
305	10
308	10
453	10
377	30
378	10
373	10
378	20
376	10
58	10
374	10
305	10
374	10
453	10
378	10
453	10
368	10
453	10
374	10
374	10
308	10
58	10
57	10
376	20
376	10
376	10
374	10
468	10
382	10
50	20
382	20
513	10
513	10
997	10
999	10
137	10
303	10
922	10
451	10
303	10
139	10
140	10
143	10
451	10
221	10
52	10
140	10
209	10
1002	10
215	10
207	10
884	10
201	10
382	10
308	10
374	10
374	10
308	10
308	10
822	10
377	10
502	10
382	10
453	10
220	10
503	10
928	10
1003	10
137	10
136	10
136	10
462	20
61	10
66	10
439	10
416	10
63	20
417	40
22	10
187	20
