state	action
322	75
90	58
1167	69
441	61
443	21
441	57
441	76
441	56
441	28
441	61
182	45
357	77
1170	57
357	17
357	13
357	71
357	10
357	9
357	40
357	30
357	49
357	71
357	37
357	19
357	66
357	53
357	43
357	58
357	55
357	72
1175	17
357	58
223	61
223	45
223	22
178	37
1183	29
63	53
63	5
302	51
371	65
369	63
22	72
399	20
400	15
399	21
399	23
400	5
22	53
322	66
322	61
322	29
322	52
322	1
322	16
322	29
322	69
322	4
322	2
322	57
322	3
322	33
322	2
322	10
322	42
322	9
322	73
322	55
322	20
322	69
322	68
322	22
322	37
322	25
322	44
322	19
322	62
322	52
322	36
322	28
322	56
322	10
322	47
322	37
322	4
322	78
322	48
322	74
322	71
322	17
322	63
322	18
322	6
322	73
322	25
322	36
322	60
322	75
322	12
322	39
322	71
322	70
322	5
322	41
322	14
322	27
322	67
322	73
322	77
322	27
322	65
322	64
322	38
322	13
322	2
322	10
322	80
322	50
322	56
322	6
322	66
322	70
83	55
479	18
22	5
22	75
22	38
22	23
22	26
22	26
22	13
22	1
22	13
22	23
22	7
22	62
370	38
45	74
370	4
370	41
370	17
370	34
370	77
158	18
370	49
