state	action
1501	0
1501	20
1505	20
581	20
1529	20
18	20
221	20
54	20
581	20
470	20
139	20
136	20
65	20
137	20
64	20
57	20
129	20
53	20
448	20
56	20
137	20
303	20
136	20
68	20
136	20
56	20
216	20
86	20
373	20
475	20
55	20
132	20
216	20
60	20
56	20
216	20
216	20
56	20
56	20
216	20
373	20
1220	20
771	20
308	20
1199	20
595	20
140	20
58	20
57	20
301	20
789	20
139	20
373	20
374	20
305	20
210	20
380	20
377	20
56	20
480	20
512	20
532	20
311	20
373	20
470	20
305	20
113	20
66	20
56	20
376	20
512	20
460	20
216	20
460	20
397	20
54	20
136	20
55	20
57	20
216	20
299	20
60	20
664	20
447	20
314	20
66	20
135	20
1014	20
216	20
382	20
462	20
374	20
216	20
60	20
136	20
60	20
323	20
473	20
460	20
1534	20
52	20
449	20
139	20
305	20
57	20
371	20
207	20
52	20
60	20
56	20
462	20
376	20
53	20
314	20
304	20
216	20
169	20
60	20
58	20
55	20
393	20
97	20
397	20
372	20
1540	20
1542	20
137	20
65	20
51	20
132	20
58	20
376	20
382	20
207	20
216	20
216	20
216	20
60	20
308	20
207	20
95	20
135	20
128	20
454	20
