state	action
22	34
215	48
139	54
24	42
160	45
221	75
56	53
207	66
50	27
57	27
376	62
397	13
371	44
380	11
61	34
174	58
307	74
8	64
373	79
397	31
397	2
382	75
372	3
371	4
162	61
164	37
782	71
40	31
461	71
727	66
727	18
162	10
1269	29
197	17
30	44
30	65
30	17
32	42
205	45
30	25
30	14
1270	58
1268	36
1273	52
756	10
1268	55
756	35
1268	38
1274	71
1272	8
756	20
1275	35
1271	2
1268	53
1268	41
1268	56
1269	63
32	74
30	11
1361	63
1145	77
691	25
149	30
39	43
1371	65
1372	3
13	54
742	20
441	19
445	14
442	10
445	45
441	17
441	67
441	64
441	32
441	41
441	39
441	36
441	21
441	63
441	75
415	50
415	65
442	26
441	3
441	67
415	35
383	62
1375	56
1378	7
1378	29
415	38
444	10
742	44
742	54
496	14
415	79
473	33
445	24
444	32
383	58
445	42
415	39
442	60
442	25
1378	19
1378	19
1368	68
1388	55
496	21
383	76
441	26
496	76
445	27
415	32
441	53
441	16
13	66
441	43
441	59
383	48
415	73
383	79
13	73
445	75
742	28
445	4
444	65
415	8
444	40
442	34
13	39
384	65
742	65
13	77
13	6
415	70
742	45
415	4
441	36
384	19
383	44
415	52
442	69
496	31
742	11
415	66
473	30
445	20
445	2
383	40
445	25
441	51
13	23
441	45
441	32
444	44
742	55
383	23
442	79
742	16
445	9
496	6
415	1
415	19
742	52
742	14
13	48
441	50
441	14
444	76
496	3
444	71
445	41
384	17
445	63
441	1
444	24
441	43
383	2
742	36
441	17
445	28
442	4
441	2
441	69
415	70
444	65
444	69
415	39
442	16
473	77
415	41
383	27
13	47
415	66
444	75
441	65
415	1
445	78
742	2
442	17
445	33
742	1
383	2
383	57
496	23
384	69
415	3
384	14
496	69
441	55
13	41
445	39
441	65
13	39
13	31
742	75
441	13
742	51
742	1
13	34
742	44
445	3
445	52
445	32
445	32
415	6
383	12
445	24
384	78
496	35
415	78
415	30
441	44
13	70
415	41
473	7
445	7
445	68
384	40
415	70
384	22
384	20
441	46
742	44
445	41
441	50
384	51
441	59
742	20
473	22
742	74
415	12
441	36
445	4
415	21
415	77
13	30
441	32
445	10
742	35
445	49
444	32
441	34
441	43
441	3
441	20
441	65
441	16
441	76
496	6
441	17
415	58
415	4
441	75
441	39
441	77
441	57
441	41
441	22
383	33
441	78
441	10
13	62
441	79
441	54
441	80
441	20
441	16
441	19
441	15
441	36
441	26
441	27
415	20
742	13
441	20
441	33
441	22
441	21
441	50
441	36
441	30
441	42
441	34
441	15
441	23
441	38
441	76
441	72
441	45
441	39
441	73
441	35
441	1
445	3
442	55
441	55
441	11
442	51
441	73
415	42
384	23
383	63
438	61
1194	1
1382	77
1382	12
1194	20
1194	2
1374	7
742	27
13	15
441	40
441	62
383	74
441	59
441	41
443	40
742	53
444	5
415	55
742	4
441	69
441	16
742	72
444	53
441	56
441	51
441	72
445	64
441	21
441	31
441	48
441	57
1375	66
1386	21
445	65
742	24
445	35
441	47
445	60
415	68
496	21
441	21
441	53
441	45
13	54
441	17
441	49
441	35
441	22
441	18
742	69
441	70
415	69
383	70
441	50
441	21
441	5
441	15
441	6
441	71
441	63
441	80
441	62
441	4
441	36
441	11
441	68
441	6
441	65
441	7
441	70
441	7
441	18
441	72
442	69
441	46
441	69
442	76
441	45
441	72
415	58
742	64
445	47
441	19
441	51
445	79
384	78
742	18
445	2
442	33
445	52
443	59
442	60
742	45
445	31
13	80
1370	63
1370	8
415	19
485	59
482	18
485	25
433	13
1154	3
485	67
482	77
482	23
482	37
482	27
483	60
446	3
481	32
482	22
482	50
482	3
482	14
482	31
486	44
488	61
482	15
482	35
482	44
482	40
446	42
445	61
441	34
441	10
441	73
441	17
441	63
441	42
742	22
483	12
482	17
446	2
482	21
482	2
482	53
482	24
482	70
483	31
482	35
482	24
482	73
482	78
482	25
482	56
482	51
482	31
482	7
482	42
482	60
482	15
482	5
482	16
482	10
482	10
482	16
482	7
485	76
480	57
480	27
444	46
445	57
496	2
441	48
441	53
1382	6
1382	5
438	5
