state	action
370	0
113	10
47	10
61	10
61	20
302	10
59	10
309	10
304	10
61	10
66	10
61	10
59	10
23	10
23	10
66	10
23	10
23	10
23	10
62	10
62	10
61	10
304	10
304	10
62	10
17	10
59	10
304	10
61	10
66	10
66	10
66	20
66	10
66	20
62	20
62	10
62	10
23	10
23	10
23	10
23	10
299	10
299	10
183	10
183	10
9	10
62	10
62	10
61	10
47	10
372	10
380	10
66	10
59	10
59	10
62	10
61	10
372	10
304	10
304	10
59	30
61	10
309	10
304	10
375	30
304	10
59	10
61	10
61	20
61	10
302	10
302	10
375	10
376	10
380	10
302	20
183	10
62	10
23	20
62	10
23	10
23	50
23	10
62	10
62	10
23	20
23	10
23	10
1239	10
195	20
300	10
299	10
7	10
307	10
62	10
47	10
47	10
47	10
47	20
160	10
0	10
302	10
299	10
299	10
372	10
63	20
63	10
66	10
61	10
210	10
176	10
371	10
380	10
66	10
371	10
59	10
66	10
299	10
309	10
310	20
311	10
396	10
372	10
59	10
373	10
382	10
382	10
382	10
309	10
304	10
599	10
599	10
375	10
375	10
59	10
380	10
374	10
305	10
375	10
219	10
328	10
328	10
314	10
314	10
302	10
302	10
0	10
61	20
59	10
59	10
304	10
59	10
373	10
373	10
59	10
0	10
66	20
61	20
66	10
302	10
110	10
375	10
375	10
58	10
59	10
372	30
372	10
59	10
59	10
59	10
304	10
61	10
302	10
302	10
61	10
59	10
372	10
375	10
310	10
304	10
397	10
58	10
305	10
305	10
380	10
380	10
59	10
304	10
66	10
59	10
66	10
302	40
164	10
375	10
304	30
304	10
304	10
304	10
375	10
59	10
58	10
304	10
59	10
304	10
304	10
302	10
370	10
61	10
61	10
66	10
59	10
59	10
59	10
371	10
369	10
313	10
313	10
213	10
213	10
375	10
183	10
61	10
61	10
66	10
61	20
304	10
59	10
309	10
304	10
66	20
0	10
61	20
66	20
302	10
307	10
299	10
66	10
66	10
61	10
302	10
210	20
23	10
61	30
61	10
61	10
302	10
302	10
61	20
61	10
61	10
61	20
66	10
180	10
61	10
61	10
210	10
302	10
375	10
59	10
59	10
375	10
309	10
375	10
375	20
310	10
59	10
304	10
304	10
375	10
375	10
59	10
59	10
59	10
309	20
309	10
59	10
59	10
59	10
372	10
380	10
304	20
59	20
59	10
372	10
375	10
59	20
304	10
59	10
59	10
304	20
304	20
59	10
59	10
304	20
304	30
375	30
302	10
66	10
66	10
66	10
61	10
375	10
375	10
374	10
58	20
374	10
58	10
374	10
374	10
61	10
61	10
61	10
302	10
66	10
66	10
66	10
66	10
302	20
179	10
901	10
376	10
376	10
58	30
304	10
302	20
61	10
302	20
61	10
61	10
882	10
375	10
302	10
66	10
302	20
66	10
223	30
0	10
61	10
66	10
66	20
62	10
23	10
23	20
62	20
61	10
66	10
61	10
66	10
61	20
0	10
299	20
61	10
61	10
61	10
66	10
370	10
66	10
66	10
66	10
302	20
63	20
0	20
61	20
66	10
66	30
0	30
66	20
66	10
66	10
66	10
0	10
61	10
61	20
63	10
0	10
0	10
66	20
66	10
61	30
66	10
61	10
62	10
23	10
62	20
62	10
62	10
62	10
23	10
23	10
23	10
23	20
62	10
23	10
176	10
176	10
181	20
210	10
66	10
0	20
66	20
63	20
372	10
372	10
372	10
372	20
380	10
380	10
380	10
372	20
380	20
380	30
380	20
372	10
380	20
375	10
183	10
2	10
2	10
2	10
1	10
18	10
18	10
47	10
300	10
164	20
307	10
183	10
63	10
314	10
314	10
62	10
62	10
62	10
62	10
183	10
314	10
45	10
176	10
176	10
6	30
176	20
182	10
6	10
45	10
23	10
6	10
62	10
23	10
7	10
9	30
62	10
6	10
46	20
46	10
16	10
16	10
24	10
24	10
9	10
9	10
7	10
7	10
182	10
6	10
46	10
187	10
9	10
9	10
307	30
187	10
187	10
24	10
45	10
45	10
46	10
46	10
0	20
223	20
210	10
62	10
223	10
219	10
182	10
176	10
62	10
62	10
174	10
582	10
582	10
448	10
63	10
380	10
371	10
371	10
380	20
63	10
370	10
370	10
61	20
61	10
302	10
302	10
302	10
66	10
66	20
61	10
61	10
61	20
61	10
61	10
47	10
47	10
375	10
302	10
1241	10
1241	10
1241	10
183	10
62	10
62	10
62	10
314	20
314	10
314	10
23	10
47	30
112	60
112	10
113	20
113	30
64	10
90	30
113	20
113	20
112	20
112	20
112	10
113	10
113	10
111	20
110	10
110	10
110	10
113	10
18	10
112	10
110	10
110	10
113	10
113	10
112	10
112	10
121	30
113	10
121	10
121	10
111	10
94	10
461	10
110	10
96	10
96	10
208	10
307	10
300	10
307	10
600	10
600	20
213	10
174	10
213	10
928	10
213	10
210	10
63	10
63	10
614	10
614	10
180	20
180	10
179	10
370	10
370	10
299	10
299	10
302	10
302	10
223	10
299	10
210	10
210	20
310	10
208	10
364	10
368	10
368	10
366	20
70	10
209	10
70	10
211	20
209	10
303	10
110	10
110	10
300	10
71	20
78	10
78	10
69	10
71	30
100	20
100	10
73	10
73	10
80	10
80	10
84	10
84	20
72	10
98	10
1005	10
927	10
214	10
98	10
95	10
311	30
310	10
374	10
462	10
309	20
58	10
311	10
58	10
72	10
