state	action
63	0
112	20
116	20
301	10
303	10
137	20
781	10
114	10
916	20
110	10
112	10
902	10
115	10
422	10
117	10
824	10
824	10
64	10
823	30
698	10
916	20
120	10
1141	10
692	10
110	10
110	10
1444	10
1444	10
110	10
1251	10
1251	10
97	10
123	10
123	10
1168	10
113	10
64	10
1407	10
1149	10
1149	10
366	10
96	10
94	10
94	10
1253	10
199	10
152	10
3	10
64	10
113	10
113	10
192	10
88	10
51	10
138	10
136	10
214	10
53	10
99	10
200	10
84	10
222	10
77	10
50	10
57	10
60	10
369	10
139	10
301	10
128	10
313	30
137	10
55	10
53	20
78	10
116	10
370	10
110	10
92	10
78	10
54	10
132	10
363	10
395	10
207	10
207	10
30	10
140	10
99	10
575	10
600	10
599	10
901	10
729	10
