state	action
66	0
47	20
2	20
6	20
63	20
63	20
66	20
59	20
59	20
0	20
379	20
0	20
0	20
11	20
23	40
5	20
0	20
316	20
448	20
18	20
18	20
18	20
47	20
47	20
164	20
64	20
113	20
114	20
191	20
115	20
114	20
479	20
191	20
111	20
114	20
64	20
2	20
64	20
110	20
114	20
479	20
226	20
119	20
479	20
117	20
47	20
114	20
479	20
111	20
158	20
224	20
889	20
118	20
1	20
47	20
1166	20
164	20
18	20
47	20
18	20
159	20
164	20
18	20
1406	20
95	20
90	20
85	20
204	20
85	20
318	20
227	20
478	20
339	20
108	20
95	20
67	20
81	20
49	20
51	20
68	20
75	20
457	20
1221	20
318	20
79	20
107	20
318	20
78	20
51	20
51	20
364	20
814	20
78	20
75	20
476	20
90	20
88	20
86	20
466	20
85	20
85	20
51	20
455	20
536	20
82	20
54	20
213	20
1	20
18	40
18	40
47	20
112	20
112	40
18	20
114	20
112	20
114	20
112	20
479	20
479	20
114	20
479	20
4	20
90	20
85	20
74	20
1	20
118	20
85	20
21	40
114	20
8	20
1	20
114	20
18	20
114	20
4	20
479	20
75	20
2	20
86	20
86	20
18	20
7	20
112	40
23	20
8	20
4	20
7	20
8	40
1	20
3	20
0	20
17	20
18	20
2	20
380	20
84	20
0	20
1	20
3	20
86	20
18	20
18	20
18	20
62	40
7	20
8	20
18	20
4	20
22	20
4	20
6	20
5	20
479	20
10	20
8	20
45	40
8	20
66	20
4	20
6	20
66	20
8	20
114	20
66	20
59	20
380	20
3	20
18	20
5	20
10	20
479	20
85	20
18	20
18	20
1	20
479	20
8	20
1	20
18	20
62	20
8	20
8	20
8	20
18	20
114	20
479	20
1	20
11	20
6	20
10	20
7	20
23	20
7	20
21	20
113	20
9	20
373	20
304	20
378	20
304	20
1239	20
372	20
447	20
305	20
22	20
63	20
63	20
66	20
23	20
7	20
7	20
21	20
18	20
1	20
7	20
8	20
9	20
21	20
8	20
803	20
497	20
420	20
808	20
7	20
7	20
8	20
62	20
995	20
302	20
66	20
63	20
304	20
58	20
378	20
373	20
376	20
304	20
304	20
372	20
304	20
304	20
380	20
57	20
379	20
958	20
59	20
447	20
304	20
372	20
