state	action
210	0
299	10
180	10
189	10
160	10
48	10
164	10
158	20
76	10
339	10
335	60
1357	50
47	10
158	10
189	10
187	10
24	10
22	10
162	10
12	10
17	10
24	10
300	10
333	10
16	10
9	10
7	10
47	10
2	10
300	10
342	10
926	10
1251	10
88	10
96	10
57	10
84	10
76	10
69	10
78	10
729	10
729	20
158	10
45	10
372	10
0	30
0	20
63	20
63	10
600	10
600	10
1389	10
901	10
1393	10
770	10
770	10
663	10
688	10
1143	10
303	10
303	10
298	10
298	10
147	10
619	10
45	10
63	10
30	10
187	10
46	10
5	10
370	10
373	10
369	10
53	20
63	10
370	10
116	10
116	10
83	10
222	10
224	10
166	10
24	10
729	20
123	10
110	20
110	10
97	10
690	20
690	10
1145	10
689	10
374	20
599	20
901	10
140	10
139	10
139	10
212	10
395	10
203	20
84	10
132	10
606	10
606	10
307	10
16	10
16	20
306	20
691	10
589	10
303	10
303	10
605	10
65	10
56	10
57	10
56	10
50	20
462	20
169	10
348	10
886	10
349	10
588	10
306	10
300	10
461	10
36	10
48	10
21	10
3	10
2	10
1	10
17	10
333	10
16	10
302	10
164	10
194	10
862	10
586	10
343	10
6	10
450	10
0	10
63	10
0	10
0	10
46	10
323	10
395	10
209	10
177	10
72	10
89	10
75	10
75	10
84	10
75	10
74	10
53	10
129	10
124	10
690	10
303	10
303	10
303	10
605	10
587	150
1168	160
88	10
88	10
84	10
76	10
69	10
100	30
158	10
158	10
371	20
309	10
63	10
63	10
371	10
371	10
1395	10
707	10
586	10
343	10
190	10
63	20
0	20
323	30
462	10
210	30
209	10
89	20
89	10
84	30
452	20
129	20
69	10
1141	10
692	10
330	10
1140	20
123	10
1166	10
1	10
158	10
17	10
7	10
17	10
504	10
329	10
8	10
4	10
69	10
57	10
57	10
583	10
65	10
136	10
56	10
56	10
771	10
1004	10
343	10
450	20
325	70
354	10
354	10
161	10
115	10
95	10
89	10
64	10
300	10
110	10
117	10
159	10
329	10
161	10
48	10
325	10
162	10
69	10
69	10
76	10
88	10
95	10
107	10
137	10
217	10
71	10
97	10
74	10
596	40
57	20
56	10
771	20
1398	10
1140	10
100	10
916	10
100	10
195	10
4	10
158	10
17	10
56	50
75	60
85	50
76	30
309	30
370	10
380	30
598	10
707	10
333	10
127	10
589	10
137	10
298	10
