state	action
819	0
1191	10
1510	20
1510	10
1511	10
662	20
141	20
131	10
217	10
52	10
214	30
777	10
53	10
53	10
54	10
225	20
944	10
222	10
128	10
301	10
222	10
132	10
82	10
84	10
82	40
79	10
317	10
52	10
590	10
1148	10
1148	10
158	10
24	10
461	10
160	20
192	10
91	10
96	10
203	10
999	10
81	10
78	10
80	20
105	10
94	10
89	10
92	20
93	10
318	20
97	10
97	10
823	10
339	10
108	10
95	10
617	20
79	10
107	10
74	10
74	10
1220	50
612	10
535	30
70	10
935	30
108	10
366	10
224	10
224	20
91	10
137	10
221	10
138	10
145	20
57	10
447	10
475	10
1017	10
1017	10
1017	10
475	10
475	10
56	10
305	10
305	10
305	30
305	30
373	10
378	20
378	40
377	30
377	40
377	30
373	40
373	30
373	20
447	10
56	20
447	20
207	30
348	10
997	10
320	10
447	10
216	10
56	10
369	10
363	10
60	10
462	20
216	10
462	20
369	10
57	10
449	10
740	20
740	20
374	30
374	10
397	10
397	10
396	10
223	10
61	10
63	10
440	10
417	10
7	10
162	10
48	10
328	10
1356	10
375	10
210	10
1144	10
688	10
924	10
1163	10
