state	action
482	0
13	20
133	20
571	20
134	20
571	20
452	20
54	20
777	20
135	20
138	20
739	20
739	20
138	20
741	20
138	20
55	20
138	20
136	20
739	20
214	20
1405	20
500	20
569	20
470	20
572	20
740	20
788	20
1157	20
1200	20
132	20
365	20
218	20
301	20
132	20
132	20
210	20
303	40
303	20
607	20
362	20
219	20
302	20
207	20
822	20
397	20
302	20
66	20
60	20
61	20
60	20
61	20
216	20
305	20
57	20
169	20
309	20
299	20
462	20
169	20
369	20
129	20
462	20
309	20
323	20
393	20
207	20
371	20
376	20
372	20
549	20
396	20
462	20
223	20
