state	action
302	0
216	10
369	10
370	10
304	10
68	10
136	10
137	10
137	10
56	10
55	10
23	10
6	10
56	10
207	10
374	10
66	10
375	10
305	10
66	10
23	10
61	10
62	10
9	10
373	10
58	10
376	10
380	20
372	10
66	10
304	10
304	10
305	10
45	10
23	10
382	20
383	10
385	10
389	20
390	10
389	10
393	10
380	10
394	10
395	10
22	10
4	10
17	10
7	10
401	10
402	10
404	10
407	40
405	50
406	10
392	10
406	10
405	10
403	10
402	30
407	10
413	10
415	10
14	10
4	10
13	10
403	10
403	10
10	30
403	10
418	20
415	10
1	10
21	20
420	10
421	10
1	10
26	10
10	10
4	10
10	10
428	10
4	10
430	10
28	10
434	10
38	10
12	10
5	10
7	10
393	10
