state	action
66	0
461	20
78	10
75	10
222	20
217	10
129	10
65	10
53	10
132	10
321	10
95	10
219	10
219	160
588	10
73	10
61	10
299	10
462	10
180	10
589	90
65	10
137	10
127	10
210	10
89	30
96	10
114	10
94	10
95	10
537	10
52	10
203	10
71	10
96	10
123	10
154	10
362	10
349	60
346	10
2	10
300	10
164	10
2	30
2	20
158	10
930	10
583	10
582	10
190	20
47	10
9	10
164	10
314	10
8	10
314	10
382	20
8	10
372	10
380	10
462	10
58	50
311	10
586	10
590	10
121	20
224	10
92	10
65	10
58	20
305	10
372	10
376	10
376	10
323	10
322	10
161	10
7	10
7	10
29	10
17	10
24	10
8	10
8	10
8	50
4	20
17	10
17	20
8	10
8	10
4	10
4	10
8	10
8	10
8	10
8	10
373	40
397	10
948	10
158	10
453	10
380	10
393	10
786	10
2	10
595	20
160	10
9	10
16	10
299	10
57	10
447	10
380	10
376	10
213	10
313	20
218	10
206	10
202	10
55	10
662	10
200	10
55	10
55	10
750	10
459	10
54	10
56	10
453	10
137	10
211	10
311	10
63	10
58	10
139	10
65	10
65	10
301	10
221	10
213	10
16	20
64	10
303	10
222	10
313	10
16	20
221	30
313	10
