state	action
440	11
389	15
304	69
375	74
210	65
164	36
216	24
995	22
60	18
57	29
216	28
374	38
305	31
397	29
397	3
60	68
56	15
216	77
216	35
69	35
94	69
67	58
222	71
462	25
222	14
111	44
63	77
84	6
86	26
116	80
7	13
318	64
161	49
319	11
116	53
16	75
61	29
164	71
36	79
144	62
78	80
369	36
370	14
88	45
86	19
300	69
111	13
110	76
110	31
110	42
110	46
208	17
176	31
110	71
121	20
111	47
300	2
729	53
168	32
901	16
216	53
300	57
729	67
588	43
310	17
299	58
1287	43
18	24
47	70
47	8
782	18
782	1
164	71
121	3
90	58
85	52
89	2
89	53
97	17
