state	action
417	0
416	20
305	60
305	20
305	20
373	20
373	20
177	20
174	20
187	20
159	20
504	20
21	20
26	20
1	20
461	20
31	20
320	20
177	20
128	20
133	20
134	20
739	20
54	20
67	20
455	20
455	20
133	20
138	20
739	20
55	20
664	20
739	20
133	20
133	20
54	20
785	20
572	20
128	20
138	20
202	20
454	20
139	20
54	20
133	20
54	20
129	20
128	20
128	20
144	20
54	20
53	20
138	20
55	20
128	20
509	20
538	20
211	20
321	20
54	60
128	20
128	20
301	20
128	20
739	20
138	20
55	20
54	20
746	20
138	20
301	20
54	20
53	20
53	20
89	20
112	20
85	20
82	20
75	20
67	20
778	20
741	20
739	20
739	20
55	20
581	20
57	20
447	20
737	20
740	20
169	20
137	20
447	20
475	20
447	20
303	20
55	20
56	20
447	20
475	20
55	20
740	20
218	20
749	20
447	20
56	20
216	20
595	20
298	20
573	20
137	20
732	20
57	20
56	20
56	20
76	20
535	20
1164	20
215	20
1164	20
