state	action
63	0
88	100
365	20
114	20
457	20
137	20
55	20
614	20
781	60
303	20
138	20
742	20
506	20
2	20
114	20
319	40
76	20
53	20
222	20
54	20
213	20
128	20
129	20
129	20
223	20
53	20
217	20
53	20
53	20
63	20
132	140
63	40
222	20
222	40
219	40
217	40
223	40
303	160
1148	20
137	20
129	80
53	80
53	20
452	20
139	40
137	20
136	120
302	40
61	40
581	60
217	20
298	20
137	20
137	20
137	20
298	20
301	20
68	20
107	20
538	40
74	40
41	20
83	220
68	20
71	20
78	20
75	20
84	20
203	20
127	20
129	20
129	20
78	20
51	20
75	20
83	20
67	40
67	20
67	80
67	20
68	20
452	20
454	20
458	20
54	20
134	20
129	20
128	20
127	20
128	20
129	20
128	20
54	20
54	20
54	20
52	20
54	20
129	60
53	20
128	20
211	60
207	20
216	40
216	20
216	20
169	20
216	20
56	20
60	20
216	20
60	20
216	20
216	20
216	40
373	20
305	20
305	60
305	20
373	20
55	20
55	20
55	20
136	40
55	20
739	20
136	20
216	40
216	20
136	20
136	20
55	20
216	20
216	20
216	20
216	20
216	20
216	20
216	20
55	60
216	20
216	20
216	40
