state	action
1262	0
1199	20
1108	20
594	20
377	20
1490	20
1330	20
139	20
303	20
303	20
137	20
303	20
211	20
136	20
303	20
55	20
97	20
206	20
207	20
60	20
207	20
216	20
57	20
209	20
583	20
732	20
447	20
447	20
447	20
56	20
475	20
512	20
512	20
138	20
57	20
207	20
58	20
213	20
117	20
132	20
374	20
120	20
113	20
1	20
2	20
67	20
67	20
67	20
47	20
115	20
54	20
67	40
127	60
167	20
127	20
127	20
127	20
128	20
72	20
72	20
67	20
68	20
90	20
97	20
89	20
121	20
109	20
87	20
88	20
202	20
179	20
504	20
1	20
21	20
3	20
3	20
3	20
48	20
416	20
416	20
421	20
415	20
510	20
421	20
421	20
784	20
21	20
1258	20
903	20
421	20
346	40
461	20
164	20
95	20
95	20
79	20
79	20
109	20
79	20
364	20
222	20
605	20
67	20
69	20
68	20
224	20
209	20
311	20
209	20
96	20
72	20
96	20
52	20
218	20
160	20
218	40
218	40
140	20
298	40
184	20
195	20
196	60
9	40
9	140
29	40
29	20
622	40
160	20
191	20
112	20
160	40
18	20
164	20
701	40
164	20
370	20
312	20
310	20
342	40
342	20
164	20
342	20
208	20
31	20
160	20
31	20
66	20
205	20
